time,acceleration,velocity
0,0,0
0.1,0,0
0.2,0,0
0.3,0,0
0.4,0,0
0.5,0,0
0.6,0,0
0.7,0,0
0.8,0,0
0.9,0,0
1,0.0205620000000006,0.00205620000000006
1.1,0.0604940000000017,0.00810560000000023
1.2,0.0986380000000028,0.0179694000000005
1.3,0.134994000000004,0.0314688000000009
1.4,0.169561999999991,0.048425
1.5,0.202342000000003,0.0686592000000003
1.6,0.233334000000004,0.0919926000000007
1.7,0.262538000000005,0.118246400000001
1.8,0.289954000000006,0.147241800000002
1.9,0.315581999999983,0.1788
2,0.46142060869566,0.224942060869566
2.1,0.702386000000014,0.295180660869568
2.2,0.903937652173932,0.385574426086961
2.3,1.06607556521741,0.492181982608702
2.4,1.18879973913037,0.611061956521739
2.5,1.27211017391306,0.738272973913045
2.6,1.31600686956524,0.869873660869569
2.7,1.32048982608697,1.00192264347827
2.8,1.28555904347828,1.13047854782609
2.9,1.21121452173906,1.2516
3,1.21333777173915,1.37293377717391
3.1,1.29893179347828,1.50282695652174
3.2,1.35561657608698,1.63838861413044
3.3,1.38339211956524,1.77672782608696
3.4,1.38225842391297,1.91495366847826
3.5,1.35221548913045,2.05017521739131
3.6,1.29326331521741,2.17950154891305
3.7,1.20540190217392,2.30004173913044
3.8,1.08863125000001,2.40890486413044
3.9,0.942951358695594,2.5032
4,0.84148765909092,2.58734876590909
4.1,0.801521795454558,2.66750094545455
4.2,0.758569159090916,2.74335786136364
4.3,0.712629750000007,2.81462083636364
4.4,0.712629750000007,2.88588381136364
4.5,0.663703568181777,2.95225416818182
4.6,0.611790613636374,3.01343322954546
4.7,0.499004386363637,3.06333366818182
4.8,0.438131113636371,3.10714677954546
4.9,0.374271068181793,3.14457388636364
5,0.338588433566436,3.17843272972028
5.1,0.331048825174833,3.21153761223776
5.2,0.320470867132867,3.24358469895105
5.3,0.306854559440568,3.27427015489511
5.4,0.290199902097878,3.30329014510489
5.5,0.270506895104901,3.33034083461538
5.6,0.247775538461545,3.35511838846154
5.7,0.222005832167831,3.37731897167832
5.8,0.193197776223775,3.3966387493007
5.9,0.161351370629363,3.41277388636364
6,0.13332800992556,3.42610668735619
6.1,0.109662521091813,3.43707293946537
6.2,0.0837609230769187,3.44544903177307
6.3,0.0556232158808934,3.45101135336115
6.4,0.025249399503724,3.45353629331153
6.5,-0.00736052605458948,3.45280024070607
6.6,-0.0422065607940514,3.44857958462666
6.7,-0.0792887047146396,3.4406507141552
6.8,-0.118606957816381,3.42879001837356
6.9,-0.160161320099248,3.41277388636364
7,-0.301637724957562,3.38261011386788
7.1,-0.507971103565379,3.33181300351134
7.2,-0.66394298811546,3.2654187046998
7.3,-0.769553378607819,3.18846336683901
7.4,-0.824802275042402,3.10598313933477
7.5,-0.82968967741937,3.02301417159284
7.6,-0.784215585738548,2.94459261301898
7.7,-0.688380000000004,2.87575461301898
7.8,-0.542182920203729,2.82153632099861
7.9,-0.345624346349722,2.78697388636364
8,-0.189654883500889,2.76800839801355
8.1,-0.111807626256653,2.75682763538788
8.2,-0.0398985168539268,2.75283778370249
8.3,0.0260724447072747,2.75544502817322
8.4,0.140199924305144,2.76946502060373
8.5,0.188356442341813,2.78830066483791
8.6,0.230574812536966,2.81135814609161
8.7,0.266855034890603,2.83804364958067
8.8,0.297197109402703,2.86776336052094
8.9,0.343460032897029,2.90210936381064
9,0.404949172709377,2.94260428108158
9.1,0.45945821568401,2.98855010264998
9.2,0.506987161820929,3.03924881883207
9.3,0.547536011120089,3.09400241994408
9.4,0.581104763581615,3.15211289630224
9.5,0.607693419205382,3.21288223822278
9.6,0.627301977991439,3.27561243602193
9.7,0.639930439939773,3.3396054800159
9.8,0.645578805050353,3.40416336052094
9.9,0.760120043814441,3.48017536490238
10,0.946553605670122,3.5748307254694
10.1,1.07050624484538,3.68188134995393
10.2,1.13197796134023,3.79507914608796
10.3,1.13096875515458,3.90817602160341
10.4,1.06747862628867,4.01492388423228
10.5,0.753055600515466,4.09022944428383
10.6,0.502122703608237,4.14044171464465
10.7,0.188708884020601,4.15931260304671
10.8,-0.0498265312500124,4.15432994992171
10.9,-0.15713446875,4.13861650304671
11,-0.242399718749997,4.11437653117171
11.1,-0.305622281250013,4.08381430304671
11.2,-0.346802156249968,4.04913408742171
11.3,-0.365939343750012,4.01254015304671
11.4,-0.363033843750005,3.97623676867171
11.5,-0.338085656249998,3.94242820304671
11.6,-0.29109478125001,3.91331872492171
11.7,-0.222061218749983,3.89111260304671
11.8,-0.18025290695225,3.87308731235149
11.9,-0.178291317766854,3.8552581805748
12,-0.173219248946634,3.83793625568014
12.1,-0.165036700491576,3.82143258563098
12.2,-0.153743672401676,3.80605821839081
12.3,-0.139340164676973,3.79212420192312
12.4,-0.121826177317415,3.77994158419137
12.5,-0.101201710323036,3.76982141315907
12.6,-0.0774667636938231,3.76207473678969
12.7,-0.0506213374297682,3.75701260304671
12.8,0.0293789218422047,3.75995049523093
12.9,0.152805010001233,3.77523099623106
13,0.26474807161379,3.80170580339243
13.1,0.365208106679851,3.83822661406042
13.2,0.531679097172493,3.89139452377767
13.3,0.5976900525991,3.95116352903758
13.4,0.652217981479204,4.0163853271855
13.5,0.695262883812831,4.08591161556678
13.6,0.726824759599909,4.15859409152677
13.7,0.840724834165849,4.24266657494336
13.8,1.02210085214787,4.34487666015815
13.9,1.16970046053948,4.46184670621209
14,1.28352365934068,4.59019907214616
14.1,1.36357044855137,4.7265561170013
14.2,1.40984082817186,4.86754019981848
14.3,1.42233479820182,5.00977367963867
14.4,1.40105235864138,5.1498789155028
