time,acceleration,velocity
0,0,0
0.1,0,0
0.2,0,0
0.3,0,0
0.4,0,0
0.5,0,0
0.6,0,0
0.7,0,0
0.8,0,0
0.9,0.0717532173912963,0.00717532173912963
1,0.209196000000055,0.0280949217391351
1.1,0.337543304347824,0.0618492521739175
1.2,0.456795130434767,0.107528765217394
1.3,0.56695147826084,0.164223913043478
1.4,0.668012347826045,0.231025147826083
1.5,0.759977739130614,0.307022921739144
1.6,0.842847652173875,0.391307686956532
1.7,0.916622086956476,0.482969895652179
1.8,0.981301043478207,0.5811
1.9,1.22872029879733,0.703972029879733
2,1.61646240610584,0.865618270490317
2.1,1.9314828649398,1.0587665569843
2.2,2.17378167530054,1.27614472451435
2.3,2.34335883718766,1.51048060823312
2.4,2.44021435060115,1.75450204329323
2.5,2.46434821554173,2.00093686484741
2.6,2.41576043200725,2.24251290804813
2.7,2.29445099999986,2.47195800804812
2.8,2.10041991951884,2.682
2.9,2.02573065176783,2.88457306517678
3,2.09364509352565,3.09393757452935
3.1,2.123730731976,3.30631064772695
3.2,2.11598756712066,3.51790940443901
3.3,2.07041559895901,3.72495096433492
3.4,1.98701482749109,3.92365244708402
3.5,1.86578525271739,4.11023097235576
3.6,1.70672687463633,4.2809036598194
3.7,1.50983969324956,4.43188762914435
3.8,1.27512370855647,4.5594
3.9,1.0948808463408,4.66888808463408
4,1.00352571203198,4.76924065583728
4.1,0.925963682560091,4.86183702409329
4.2,0.862194757926016,4.94805649988589
4.3,0.812218938129448,5.02927839369883
4.4,0.776036223170395,5.10688201601587
4.5,0.753646613049037,5.18224667732078
4.6,0.745050107764778,5.25675168809725
4.7,0.769236411709215,5.33367532926818
4.8,0.788343344421865,5.41250966371036
4.9,0.795102202028577,5.49201988391322
5,0.796956209330579,5.57171550484628
5.1,0.793905366328556,5.65110604147913
5.2,0.785949673022275,5.72970100878136
5.3,0.773089129411719,5.80700992172253
5.4,0.755323735497129,5.88254229527225
5.5,0.705078396754528,5.9530501349477
5.6,0.672598451926936,6.02030998014039
5.7,0.644866788553227,6.08479665899571
5.8,0.626261923688531,6.14742285136457
5.9,0.609319984101706,6.20835484977474
6,0.594040969793292,6.26775894675407
6.1,0.580424880763086,6.32580143483038
6.2,0.568471717011096,6.38264860653149
6.3,0.558181478537492,6.43846675438524
6.4,0.549554165341766,6.49342217091941
6.5,0.542589777424451,6.54768114866186
6.6,0.537288314785345,6.60140998014039
6.7,0.568428853485035,6.65825286548889
6.8,0.618197820768271,6.72007264756572
6.9,0.642909354196268,6.78436358298535
7,0.642563453769531,6.8486199283623
7.1,0.617160119487856,6.91033594031109
7.2,0.566699351351332,6.96700587544622
7.3,0.491181149359994,7.01612399038222
7.4,0.390605513513478,7.05518454173357
7.5,0.264972443812193,7.08168178611479
7.6,0.11428194025604,7.09310998014039
7.7,-0.0105246369313061,7.09205751644726
7.8,-0.0817910312221493,7.08387841332505
7.9,-0.136630474576265,7.07021536586742
8,-0.17504296699375,7.05271106916804
8.1,-0.197028508474562,7.03300821832059
8.2,-0.202587099018716,7.01274950841872
8.3,-0.191718738626268,6.99357763455609
8.4,-0.164423427297047,6.97713529182638
8.5,-0.120701165031214,6.96506517532326
8.6,-0.0605519518287156,6.95900998014039
8.7,-0.0221883728813577,6.95679114285226
8.8,-0.0147142410546142,6.95531971874679
8.9,-0.00446887758945635,6.95487283098785
9,0.00854771751413352,6.95572760273926
9.1,0.0243355442561111,6.95816115716487
9.2,0.0428946026365384,6.96245061742853
9.3,0.0642248926553801,6.96887310669407
9.4,0.0883264143126183,6.97770574812533
9.5,0.11519916760828,6.98922566488616
9.6,0.144843152542364,7.00370998014039
9.7,0.200393538461521,7.02374933398654
9.8,0.271067931623996,7.05085612714894
9.9,0.328339965811955,7.08369012373014
10,0.328339965811955,7.11652412031133
10.1,0.372209641025636,7.1537450844139
10.2,0.402676957264934,7.19401278014039
10.3,0.419741914530007,7.23598697159339
10.4,0.423404512820484,7.27832742287544
10.5,0.413664752136738,7.31969389808911
10.6,0.390522632478607,7.35874616133697
10.7,0.353978153846128,7.39414397672159
10.8,0.330033853846228,7.42714736210621
10.9,0.327344976923065,7.45988185979852
11,0.324236607692283,7.49230552056775
11.1,0.320708746153819,7.52437639518313
11.2,0.316761392307674,7.55605253441389
11.3,0.312394546153918,7.58729198902929
11.4,0.307608207692294,7.61805280979852
11.5,0.30240237692305,7.64829304749082
11.6,0.296777053846142,7.67797075287544
11.7,0.290732238461517,7.70704397672159
11.8,0.2641578428572,7.73345976100731
11.9,0.224891376190453,7.75594889862635
12,0.19696168095237,7.77564506672159
12.1,0.180368757142846,7.79368194243587
12.2,0.175112604761889,7.81119320291206
12.3,0.181193223809561,7.82931252529302
12.4,0.198610614285712,7.84917358672159
12.5,0.227364776190475,7.87191006434064
12.6,0.267455709523796,7.89865563529302
12.7,0.267455709523796,7.9254012062454
12.8,0.318883414285693,7.95728954767397
12.9,0.408671138198855,7.99815666149385
13,0.518766559523804,8.05003331744623
13.1,0.613120269668723,8.1113453444131
13.2,0.691732268633505,8.18051857127645
13.3,0.754602556418185,8.25597882691827
13.4,0.801731133022976,8.33615194022057
13.5,0.83311799844715,8.41946374006529
13.6,0.848763152691454,8.50434005533443
13.7,0.848666595755656,8.58920671491
13.8,0.832828327639703,8.67248954767397
13.9,0.858225775144259,8.75831212518839
14,0.923504517155536,8.85066257690395
14.1,0.971009916317396,8.94776356853569
14.2,1.00074197262959,9.04783776579865
14.3,1.01270068609214,9.14910783440786
14.4,1.00688605670531,9.24979644007839
14.5,0.983298084468256,9.34812624852522
