time,acceleration,velocity
0,0,0
0.1,0,0
0.2,0,0
0.3,0,0
0.4,0,0
0.5,0,0
0.6,0,0
0.7,0,0
0.8,0,0
0.9,0,0
1,0,0
1.1,0,0
1.2,0,0
1.3,0,0
1.4,0,0
1.5,0,0
1.6,0,0
1.7,0,0
1.8,0,0
1.9,0,0
2,0.0590678571428837,0.00590678571428837
2.1,0.170817857142805,0.0229885714285689
2.2,0.272989285714348,0.0502875000000037
2.3,0.365582142857014,0.0868457142857051
2.4,0.448596428571522,0.131705357142857
2.5,0.522032142857269,0.183908571428584
2.6,0.58588928571409,0.242497499999993
2.7,0.640167857143002,0.306514285714293
2.8,0.684867857142621,0.375001071428555
2.9,0.719989285714446,0.447
3,0.853775805195024,0.532377580519502
3.1,1.06848674025939,0.639226254545441
3.2,1.24700809090937,0.763927063636378
3.3,1.38933985714238,0.902861049350616
3.4,1.49548203896137,1.05240925324675
3.5,1.565434636364,1.20895271688315
3.6,1.59919764935011,1.36887248181816
3.7,1.59677107792244,1.52854958961041
3.8,1.55815492207739,1.68436508181815
3.9,1.48334918181853,1.8327
4,1.45141517573949,1.97784151757395
4.1,1.48051912876435,2.12589343045038
4.2,1.50068283476132,2.27596171392652
4.3,1.51190629372704,2.42715234329922
4.4,1.51418950566489,2.57857129386571
4.5,1.50753247057232,2.72932454092294
4.6,1.49193518844934,2.87851805976788
4.7,1.46739765929848,3.02525782569772
4.8,1.43391988311639,3.16864981400936
4.9,1.39150185990638,3.3078
5,1.39437543133495,3.4472375431335
5.1,1.43133012121163,3.59037055525466
5.2,1.44252884977467,3.73462344023213
5.3,1.4279716170208,3.87742060193421
5.4,1.38765842295324,4.01618644422953
5.5,1.32158926756961,4.14834537098649
5.6,1.22976415086998,4.27132178607349
5.7,1.11218307285647,4.38254009335914
5.8,0.968846033526445,4.47942469671178
5.9,0.799753032882213,4.5594
6,0.686763253246907,4.62807632532469
6.1,0.646321041125324,4.69270842943722
6.2,0.604789387446019,4.75318736818183
6.3,0.562168292207605,4.80940419740259
6.4,0.518457755411381,4.86124997294373
6.5,0.473657777056378,4.90861575064936
6.6,0.42776835714271,4.95139258636363
6.7,0.380789495671081,4.98947153593074
6.8,0.332721192640584,5.0227436551948
6.9,0.283563448052018,5.0511
7,0.253243115763606,5.07642431157636
7.1,0.243315899014691,5.10075590147783
7.2,0.234632795566556,5.12421918103449
7.3,0.227193805418642,5.14693856157635
7.4,0.220998928571472,5.1690384544335
7.5,0.216048165024683,5.19064327093597
7.6,0.212341514778247,5.21187742241379
7.7,0.209878977832565,5.23286532019705
7.8,0.208660554187121,5.25373137561576
7.9,0.208686243842413,5.2746
8,0.190155909255934,5.2936155909256
8.1,0.159318588021726,5.30954744972777
8.2,0.139098936479156,5.32345734337568
8.3,0.129496954627912,5.33640703883848
8.4,0.130512642468261,5.3494583030853
8.5,0.142146000000025,5.3636729030853
8.6,0.164397027223178,5.38011260580762
8.7,0.197265724137976,5.39983917822142
8.8,0.240752090744021,5.42391438729582
8.9,0.2948561270418,5.4534
9,0.451855243421182,5.49858552434212
9.1,0.675745388157676,5.56616006315789
9.2,0.856247125000191,5.65178477565791
9.3,0.993360453947032,5.75112082105261
9.4,1.08708537500023,5.85982935855263
9.5,1.13742188815817,5.97357154736845
9.6,1.14436999342066,6.08800854671052
9.7,1.10792969078972,6.19880151578949
9.8,1.02810098026282,6.30161161381577
9.9,0.904883861842327,6.3921
10,0.813707625000184,6.47347076250002
10.1,0.787148374999731,6.55218559999999
10.2,0.766064875000172,6.62879208750001
10.3,0.750457124999739,6.70383779999998
10.4,0.740325125000174,6.7778703125
10.5,0.735668875000171,6.85143720000002
10.6,0.736488374999746,6.92508603749999
10.7,0.742783625000163,6.99936440000001
10.8,0.754554624999741,7.07481986249998
10.9,0.771801375000178,7.152
11,0.81172548305104,7.23317254830511
11.1,0.858569567796312,7.31902950508474
11.2,0.887253330508679,7.40775483813561
11.3,0.897776771186143,7.49753251525422
11.4,0.89013988983071,7.58654650423729
11.5,0.864342686440871,7.67298077288138
11.6,0.82038516101667,7.75501928898304
11.7,0.758267313559484,7.83084602033899
11.8,0.677989144067581,7.89864493474575
11.9,0.579550652542515,7.9566
12,0.487321781113907,8.00533217811139
12.1,0.422426472639081,8.0475748253753
12.2,0.37105675641655,8.08468050101696
12.3,0.333212632445399,8.1180017642615
12.4,0.30889410072648,8.14889117433414
12.5,0.298101161259137,8.17870129046006
12.6,0.300833814043493,8.20878467186441
12.7,0.317092059079975,8.2404938777724
12.8,0.346875896367891,8.27518146740919
12.9,0.390185325908092,8.3142
13,0.43040545913632,8.35724054591364
13.1,0.453634014617776,8.40260394737541
13.2,0.469534740199435,8.44955742139536
13.3,0.478107635880249,8.49736818498338
13.4,0.479352701661231,8.5453034551495
13.5,0.473269937541634,8.59263044890367
13.6,0.45985934352144,8.63861638325581
13.7,0.439120919601415,8.68252847521595
13.8,0.411054665780597,8.72363394179401
13.9,0.375660582059893,8.7612
14,0.366961179294911,8.79789611792949
14.1,0.380876192047879,8.83598373713428
14.2,0.381342976744268,8.87411803480871
14.3,0.368361533383226,8.91095418814703
14.4,0.34193186196557,8.94514737434359
14.5,0.302053962490678,8.97535277059266
14.6,0.248727834958657,9.00022555408852
14.7,0.181953479369881,9.01842090202551
14.8,0.101730895723904,9.0285939915979
14.9,0.00806008402101099,9.0294
15,-0.0620266572580697,9.02319733427419
15.1,-0.095259665322569,9.01367136774194
15.2,-0.122036407258097,9.00146772701613
15.3,-0.142356883064441,8.98723203870968
15.4,-0.15622109274199,8.97160992943548
