time,acceleration,velocity
10.1,0.725187505,7.1798508112
10.2,0.724259271,7.2522767383
10.3,0.720818573,7.3243585956
10.4,0.71486209,7.3958448046
10.5,0.706416622,7.4664864668
10.6,0.695537007,7.5360401675
10.7,0.682304107,7.6042705782
10.8,0.66682281,7.6709528592
10.9,0.649220015,7.7358748607
11,0.629662705,7.7988411312
11.1,0.608357522,7.8596768834
11.2,0.585513398,7.9182282232
11.3,0.585513398,7.976779563
11.4,0.56134795,8.032914358
11.5,0.536086053,8.0865229633
11.6,0.509957966,8.1375187599
11.7,0.48319706,8.1858384659
11.8,0.456037211,8.231442187
11.9,0.428709931,8.2743131801
12,0.401441334,8.3144573135
12.1,0.374405079,8.3518978214
12.2,0.34777492,8.3866753134
12.3,0.321762022,8.4188515156
12.4,0.296556083,8.4485071239
12.5,0.272323873,8.4757395112
12.6,0.249208119,8.5006603231
12.7,0.227326813,8.5233930044
12.8,0.206773002,8.5440703046
12.9,0.187615079,8.5628318125
13,0.16989759,8.5798215715
13.1,0.15361083,8.5951826545
13.2,0.138738608,8.6090565153
13.3,0.125290508,8.6215855661
13.4,0.113256395,8.6329112056
13.5,0.102609891,8.6431721947
13.6,0.102609891,8.6534331838
13.7,0.093311806,8.6627643644
13.8,0.085313431,8.6712957075
13.9,0.078559593,8.6791516668
14,0.072991388,8.6864508056
14.1,0.068548528,8.6933056584
14.2,0.065178025,8.6998234609
14.3,0.062840047,8.7061074656
14.4,0.061508193,8.7122582849
14.5,0.061154621,8.718373747
14.6,0.061750263,8.7245487733
14.7,0.063264342,8.7308752075
14.8,0.065663222,8.7374415297
14.9,0.06890863,8.7443323927
15,0.072955314,8.7516279241
15.1,0.077748225,8.7594027466
15.2,0.083187819,8.7677215285
15.3,0.089200903,8.7766416188
15.4,0.095765981,8.7862182169
15.5,0.102851487,8.7965033656
15.6,0.102851487,8.8067885143
15.7,0.110415632,8.8178300775
15.8,0.118406732,8.8296707507
15.9,0.126764099,8.8423471606
16,0.135419557,8.8558891163
16.1,0.144299622,8.8703190785
16.2,0.153328347,8.8856519132
16.3,0.16240972,8.9018928852
16.4,0.171431274,8.9190360126
16.5,0.180293174,8.93706533
16.6,0.18889957,8.955955287
16.7,0.197161726,8.9756714596
16.8,0.205000885,8.9961715481
16.9,0.212350687,9.0174066168
17,0.219158942,9.039322511
17.1,0.225388627,9.0618613737
17.2,0.225388627,9.0844002364
17.3,0.23101797,9.1075020334
17.4,0.236066009,9.1311086343
17.5,0.240575512,9.1551661855
17.6,0.244584207,9.1796246062
17.7,0.248141419,9.2044387481
17.8,0.251304623,9.2295692104
17.9,0.254135606,9.254982771
18,0.256696465,9.2806524175
18.1,0.259045673,9.3065569848
18.2,0.261234436,9.3326804284
18.3,0.263303532,9.3590107816
18.4,0.265313153,9.3855420969
18.5,0.267309599,9.4122730568
18.6,0.269296266,9.4392026834
18.7,0.271258325,9.4663285159
18.8,0.27316299,9.4936448149
18.9,0.274960248,9.5211408397
19,0.276583911,9.5487992308
19.1,0.277952811,9.5765945119
19.2,0.278971967,9.6044917086
19.3,0.279533562,9.6324450648
19.4,0.279559749,9.6604010397
19.5,0.279020036,9.6883030433
19.6,0.277879395,9.7160909828
19.7,0.276100898,9.7437010726
19.8,0.27364852,9.7710659246
19.9,0.270489472,9.7981148718
20,0.26659616,9.8247744878
20.1,0.261947842,9.850969272
20.2,0.256532041,9.8766224761
20.3,0.25034582,9.9016570581
20.4,0.243369279,9.925993986
20.5,0.235576788,9.9495516648
20.6,0.226977491,9.9722494139
20.7,0.217596486,9.9940090625
20.8,0.217596486,10.0157687111
20.9,0.207474418,10.0365161529
21,0.196667012,10.0561828541
21.1,0.185244459,10.0747073
21.2,0.173290558,10.0920363558
21.3,0.160901568,10.1081265126
21.4,0.148184721,10.1229449847
21.5,0.135291952,10.1364741799
21.6,0.122390339,10.1487132138
21.7,0.109619692,10.159675183
21.8,0.097118896,10.1693870726
21.9,0.085023441,10.1778894167
22,0.073462801,10.1852356968
22.1,0.062557753,10.1914914721
22.2,0.052417779,10.19673325
22.3,0.04313865,10.201047115
22.4,0.034800268,10.2045271418
22.5,0.027475292,10.207274671
22.6,0.021226345,10.2093973055
22.7,0.021226345,10.21151994
22.8,0.016096982,10.2131296382
22.9,0.01211318,10.2143409562
23,0.01211318,10.2155522742
23.1,0,10.2155522742
23.2,0,10.2155522742
23.3,0,10.2155522742
23.4,0,10.2155522742
23.5,0,10.2155522742
23.6,0,10.2155522742
23.7,0,10.2155522742
23.8,0,10.2155522742
23.9,0,10.2155522742
24,0,10.2155522742
24.1,0,10.2155522742
24.2,0,10.2155522742
24.3,0,10.2155522742
24.4,0,10.2155522742
24.5,0,10.2155522742
24.6,0,10.2155522742
24.7,0,10.2155522742
24.8,0,10.2155522742
24.9,0,10.2155522742
25,0,10.2155522742
25.1,0,10.2155522742
25.2,0,10.2155522742
25.3,0,10.2155522742
25.4,0,10.2155522742
25.5,0,10.2155522742
25.6,0,10.2155522742
25.7,0,10.2155522742
25.8,0,10.2155522742
25.9,0,10.2155522742
26,0,10.2155522742
26.1,0,10.2155522742
26.2,0,10.2155522742
26.3,0,10.2155522742
26.4,0,10.2155522742
26.5,0,10.2155522742
26.6,0,10.2155522742
26.7,0,10.2155522742
26.8,0,10.2155522742
26.9,0,10.2155522742
27,0,10.2155522742
27.1,-0.13788682,10.2155522742
27.2,-0.16788682,10.1987635922
27.3,-0.19788682,10.1789749102
27.4,-0.22788682,10.1561862282
27.5,-0.25788682,10.1303975462
27.6,-0.28788682,10.1016088642
27.7,-0.31788682,10.0698201822
27.8,-0.34788682,10.0350315002
27.9,-0.37788682,9.99724281819999
28,-0.40788682,9.95645413619999
28.1,-0.43788682,9.91266545419999
28.2,-0.46788682,9.86587677219999
28.3,-0.49788682,9.81608809019999
28.4,-0.52788682,9.76329940819999
28.5,-0.55788682,9.70751072619999
28.6,-0.58788682,9.64872204419999
28.7,-0.61788682,9.58693336219999
28.8,-0.64788682,9.52214468019999
28.9,-0.67788682,9.4543559982
29,-0.70788682,9.3835673162
29.1,-0.73788682,9.3097786342
29.2,-0.76788682,9.2329899522
29.3,-0.79788682,9.15320127019999
29.4,-0.82788682,9.07041258819999
29.5,-0.85788682,8.98462390619999
29.6,-0.887886820000001,8.89583522419999
29.7,-0.917886820000001,8.80404654219999
29.8,-0.947886820000001,8.70925786019999
29.9,-0.977886820000001,8.61146917819999
30,-1.00788682,8.51068049619999
30.1,-1.03788682,8.40689181419999
30.2,-1.06788682,8.30010313219999
30.3,-1.09788682,8.19031445019999
30.4,-1.12788682,8.07752576819999
30.5,-1.15788682,7.96173708619999
30.6,-1.18788682,7.84294840419999
30.7,-1.21788682,7.72115972219999
30.8,-1.24788682,7.59637104019999
30.9,-1.27788682,7.46858235819999
31,-1.30788682,7.33779367619999
31.1,-1.33788682,7.20400499419999
31.2,-1.36788682,7.06721631219999
31.3,-1.39788682,6.92742763019999
31.4,-1.42788682,6.78463894819999
31.5,-1.45788682,6.63885026619999
31.6,-1.48788682,6.49006158419999
31.7,-1.51788682,6.33827290219999
31.8,-1.54788682,6.18348422019999
31.9,-1.57788682,6.02569553819999
32,-1.60788682,5.86490685619999
32.1,-1.63788682,5.70111817419999
32.2,-1.66788682,5.53432949219999
32.3,-1.69788682,5.36454081019999
32.4,-1.72788682,5.19175212819999
32.5,-1.75788682,5.01596344619999
32.6,-1.78788682,4.83717476419999
32.7,-1.81788682,4.65538608219999
32.8,-1.84788682,4.47059740019999
32.9,-1.87788682,4.28280871819999
33,-1.90788682,4.09202003619999
33.1,-1.93788682,3.89823135419999
33.2,-1.96788682,3.70144267219999
33.3,-1.99788682,3.50165399019999
33.4,-2.02788682,3.29886530819999
33.5,-2.05788682,3.09307662619999
33.6,-2.08788682,2.88428794419999
33.7,-2.11788682,2.67249926219999
33.8,-2.14788682,2.45771058019999
33.9,-2.17788682,2.23992189819999
34,-2.20788682,2.01913321619999
34.1,-2.23788682,1.79534453419999
34.2,-2.26788682,1.56855585219999
34.3,-2.29788682,1.33876717019999
34.4,-2.32788682,1.10597848819999
34.5,-2.35788682,0.870189806199991
34.6,-2.38788682,0.631401124199991
34.7,-2.41788682,0.389612442199991
34.8,-2.44788682,0.144823760199991
34.9,-2.44788682,0
