time,acceleration,velocity
0,0.183878177884646,0.0183878177884646
0.1,0.52355089903845,0.0707429076923096
0.2,0.82109816826932,0.152852724519242
0.3,1.07651998557688,0.26050472307693
0.4,1.28981635096147,0.389486358173077
0.5,1.46098726442321,0.535585084615398
0.6,1.59003272596145,0.694588357211543
0.7,1.67695273557707,0.86228363076925
0.8,1.72174729326913,1.03445836009616
0.9,1.8989263600776,1.22435099610392
1,2.22533052703535,1.44688404880746
1.1,2.47968926804468,1.69485297561193
1.2,2.66200258310425,1.96105323392235
1.3,2.77227047221513,2.23828028114386
1.4,2.77227047221513,2.51550732836538
1.5,2.81049293537736,2.79655662190311
1.6,2.77666997258975,3.07422361916209
1.7,2.67080158385386,3.34130377754747
1.8,2.49288776916818,3.59059255446429
1.9,2.24292852853383,3.81488540731767
2,2.06385613533852,4.02127102085153
2.1,2.00545831989052,4.22181685284058
2.2,1.94969667395779,4.41678652023636
2.3,1.89657119753919,4.60644363999028
2.4,1.84608189063557,4.79105182905383
2.5,1.79822875324691,4.97087470437852
2.6,1.75301178537242,5.14617588291577
2.7,1.71043098701313,5.31721898161708
2.8,1.67048635816806,5.48426761743388
2.9,1.63317789883791,5.64758540731768
3,1.62954155751749,5.81053956306943
3.1,1.64530015257083,5.97506957832651
3.2,1.64227914468645,6.13929749279515
3.3,1.62047853386337,6.30134534618149
3.4,1.57989832010234,6.45933517819172
3.5,1.52053850340333,6.61138902853206
3.6,1.44239908376566,6.75562893690862
3.7,1.34548006119021,6.89017694302764
3.8,1.22978143567618,7.01315508659526
3.9,1.09530320722414,7.12268540731768
4,1.04273227967816,7.22695863528549
4.1,1.06364684305828,7.33332331959132
4.2,1.05314908853127,7.43863822844445
4.3,1.01123901609652,7.5397621300541
4.4,0.937916625754474,7.63355379262955
4.5,0.83318191750509,7.71687198438006
4.6,0.697034891348034,7.78657547351486
4.7,0.52947554728374,7.83952302824323
4.8,0.330503885311826,7.87257341677442
4.9,0.100119905432594,7.88258540731768
5,-0.0291827142857226,7.8796671358891
5.1,-0.0291827142857226,7.87674886446053
5.2,0,7.87674886446053
5.3,0,7.87674886446053
5.4,0,7.87674886446053
5.5,0,7.87674886446053
5.6,0,7.87674886446053
5.7,0,7.87674886446053
5.8,0,7.87674886446053
5.9,0,7.87674886446053
6,0,7.87674886446053
6.1,0,7.87674886446053
6.2,0,7.87674886446053
6.3,0,7.87674886446053
6.4,0,7.87674886446053
6.5,0,7.87674886446053
6.6,0,7.87674886446053
6.7,0,7.87674886446053
6.8,0,7.87674886446053
6.9,0,7.87674886446053
7,0,7.87674886446053
7.1,0,7.87674886446053
7.2,0,7.87674886446053
7.3,0,7.87674886446053
7.4,0,7.87674886446053
7.5,0,7.87674886446053
7.6,0,7.87674886446053
7.7,0,7.87674886446053
7.8,0,7.87674886446053
7.9,0,7.87674886446053
8,0,7.87674886446053
8.1,0,7.87674886446053
8.2,0,7.87674886446053
8.3,0,7.87674886446053
8.4,0,7.87674886446053
