space_error,speed_error,ego_speed,ego_acceleration,front_speed,front_acceleration,reward
8.0084794629158,0.0204998403521408,0,0,0.0204998403521408,0.0441860783983017,0.0404532311061492
8.01106288711209,0.0258342419628754,0,0,0.0258342419628754,0.0533440161073456,0.0530304929200231
8.0142839191149,0.032210320028088,0,0,0.032210320028088,0.0637607806521262,0.0658166046593564
8.01826103942655,0.0397712031165173,0,0,0.0397712031165173,0.0756088308842932,0.0787734783164432
8.02312794006173,0.0486690063517706,0,0,0.0486690063517706,0.0889780323525324,0.0918527191934054
8.02903430846816,0.059063684064374,0,0,0.059063684064374,0.103946777126034,0.106936802824612
8.03614646728889,0.0711215882072354,0,0,0.0711215882072354,0.120579041428614,0.123648106676714
8.04464784232573,0.0850137503684486,0,0,0.0850137503684486,0.138921621612132,0.142037636918391
8.05473923425178,0.100913919260494,0,0,0.100913919260494,0.159001688920456,0.16212815478242
8.06663887419621,0.118996399444324,0,0,0.118996399444324,0.180824801838302,0.183928384471096
8.08058224917682,0.139433749806092,0,0,0.139433749806092,0.204373503617681,0.207435893329857
8.09682169027223,0.162394410954064,0,0,0.162394410954064,0.229606611479715,0.232631392608961
8.11562638754563,0.188046972734032,0,0,0.188046972734032,0.256525617799685,0.259476653035807
8.13728219078381,0.216558032381771,0,0,0.216558032381771,0.285110596477387,0.287913797237635
8.16209062326788,0.248084324840693,0,0,0.248084324840693,0.315262924589223,0.317864993463253
8.19036771137817,0.282770881102935,0,0,0.282770881102935,0.346865562622414,0.349230734567983
8.22244265473176,0.320749433535886,0,0,0.320749433535886,0.379785524329516,0.381889066337789
8.25865636429814,0.362137095663799,0,0,0.362137095663799,0.413876621279123,0.415699835988011
8.29935989660568,0.407035323075427,0,0,0.407035323075427,0.448982274116278,0.450513416367767
8.3449128105786,0.455529139729198,0,0,0.455529139729198,0.484938166537714,0.486182287008954
8.39568146973978,0.507686591611818,0,0,0.507686591611818,0.521574518826196,0.52256934795689
8.4520373066667,0.563558369269166,0,0,0.563558369269166,0.558717776573485,0.559548090178731
8.51435627045362,0.623189637869208,0,0,0.623189637869208,0.596312686000419,0.596999750372545
8.5830184426514,0.686621721977822,0,0,0.686621721977822,0.634320841086141,0.634811642921162
8.65840669677239,0.753882541209878,0,0,0.753882541209878,0.67260819232056,0.672874077508351
8.74090538694945,0.824986901770598,0,0,0.824986901770598,0.711043605607199,0.71107299176876
