space_error,speed_error,ego_speed,ego_acceleration,front_speed,front_acceleration,reward
8.1,0,0,0,0,0,0
8.1,0,0,0,0,0,0
8.1,0,0,0,0,0,0
8.1,0,0,0,0,0,0
8.1,0,0,0,0,0,0
8.1,0,0,0,0,0,0
8.1,0,0,0,0,0,0
8.1,0,0,0,0,0,0
8.1,0,0,0,0,0,0
8.1,0,0,0,0,0,0
8,0,0,0,0,0,0
8,0,0,0,0,0,0
8,0,0,0,0,0,0
8,0,0,0,0,0,0
8,0,0,0,0,0,0
8,0,0,0,0,0,0
8,0,0,0,0,0,0
8,0,0,0,0,0,3.3163527233092e-06
8,0,0,0,0,0,2.91409478575299e-05
8,0,0,0,0,0,0.000128691372010474
8,0,0,0,0,0,0.000397197780168456
8.00000165,1.65e-05,0,0,1.65e-05,0.000165286,0.000984819579841989
8.000011,9.33e-05,0,0,9.33e-05,0.000767435,0.00210894497601008
8.000041,0.000300209,0,0,0.000300209,0.002069366,0.00406171176004289
8.000115324,0.000743228,0,0,0.000743228,0.004430191,0.00720332096627284
8.000272643,0.001573193,0,0,0.001573193,0.008299648,0.011938698698533
8.000571849,0.002992058,0,0,0.002992058,0.014188652,0.0186826414947264
8.001097191,0.00525342,0,0,0.00525342,0.022613618,0.0278401533637787
8.001962737,0.008655463,0,0,0.008655463,0.034020436,0.039837902568546
8.003315311,0.013525741,0,0,0.013525741,0.048702773,0.0551554368102276
8.005335234,0.020199227,0,0,0.020199227,0.066734869,0.074311903285463
8.008244343,0.029091087,0,0,0.029091087,0.0889186,0.0978661808778349
8.012316446,0.040721032,0,0,0.040721032,0.116299451,0.126511498713949
8.017883635,0.055671896,0,0,0.055671896,0.149508635,0.161275144210517
8.025345253,0.074616173,0,0,0.074616173,0.189442766,0.203564640570136
8.035179341,0.098340883,0,0,0.098340883,0.237247106,0.254474463312522
8.047954901,0.127755601,0,0,0.127755601,0.294147183,0.313861493794592
8.064341642,0.163867413,0,0,0.163867413,0.361118113,0.380924909566789
8.085112794,0.207711512,0,0,0.207711512,0.438440995,0.455308174159604
8.111136466,0.26023672,0,0,0.26023672,0.525252073,0.537089993029775
8.143352312,0.322158462,0,0,0.322158462,0.61921742,0.62547664343794
8.182741464,0.393891521,0,0,0.393891521,0.71733059,0.717876350206213
8.230290281,0.475488172,0,0,0.475488172,0.815966518,0.811020925071153
8.286946521,0.566562396,0,0,0.566562396,0.910742232,0.90080604535609
8.353579182,0.666326618,0,0,0.666326618,0.997642222,0.979856147765806
8.430948308,0.773691254,0,0,0.773691254,1.073646359,1.04568198524104
8.519688336,0.887400285,0,0,0.887400285,1.137090316,1.10449710808951
8.620304985,1.00616649,0,0,1.00616649,1.187662046,1.15833998121395
8.733182117,1.128771313,0,0,1.128771313,1.226048229,1.20624178743077
8.858592732,1.254106151,0,0,1.254106151,1.253348386,1.24191878879112
8.996707712,1.381149805,0,0,1.381149805,1.270436537,1.26545277821664
9.147600274,1.508925615,0,0,1.508925615,1.277758101,1.28216193446122
9.31124802,1.636477461,0,0,1.636477461,1.275518454,1.1611957230624
9.487530671,1.762826513,0,0,1.762826513,1.263490522,1.05674514658644
9.676225163,1.886944916,0,0,1.886944916,1.241184033,0.973829312413362
9.877003237,2.007780739,0,0,2.007780739,1.208358224,0.882842233099594
10.089435478,2.12053911208542,0.00378330391457823,0.381303506875508,2.124322416,1.165416773,0.784113266124492
10.3152013843186,2.1531107000425,0.0825693309574975,0.7231679463186,2.235680031,1.113576151,0.784113266124492
10.5599265622773,2.18874473154206,0.152412711457945,0.69045876713613,2.341157443,1.054774123,0.560723906995102
10.8169715001795,2.23317501198303,0.207119060016973,0.678912362074788,2.440294072,0.991366289,0.457085230417918
10.9952503420546,2.25316578015783,0.27970005784217,0.645502131554025,2.532865838,0.925717663,0.349551869866174
11.2900382752214,2.26470430727767,0.354141404722329,0.717286707483039,2.618845712,0.859798739,1.14097701952541
11.5890508986705,2.28906651563821,0.409302570361794,0.68128854326368,2.698369086,0.795233732,2.10489785961378
11.7088158133456,2.28840065571653,0.483293985283471,0.664662749473243,2.771694641,0.73325555,0.0756128835609275
12.0472926241728,2.28578417089819,0.553361354101808,0.628329115859814,2.839145525,0.674508844,1.0559699073447
12.1996221416239,2.2872263174025,0.613846848597503,0.595739976567906,2.901073166,0.619276411,2.04582027766976
12.5452273285876,2.29692324079688,0.660918923203118,0.583707929859283,2.957842164,0.567689978,3.04232600234845
12.7137322669484,2.28650040951327,0.723328116486733,0.552984261595681,3.009828526,0.519863617,4.04528099213237
12.9002046508066,2.28062656116557,0.776794454834429,0.523417082104411,3.057421016,0.475924904,5.0543576911151
13.0974293088411,2.26822629973238,0.832790677267621,0.499885522192777,3.101016977,0.435959613,6.06806803804587
13.478802267786,2.26835253612833,0.87265590287167,0.49414727454845,3.141008439,0.399914616,7.08433971900887
13.6850079141033,2.25218062885126,0.925567637148744,0.471834605521343,3.177748266,0.367398275,8.10091114899594
13.9089989694266,2.23571338312688,0.97581961887312,0.447461638035824,3.211533002,0.337847359,9.11667752856962
14.1416053012104,2.22170000600976,1.02090162499024,0.447889277834659,3.242601631,0.31068629,10.1316830314751
14.3508892818669,2.21049486999034,1.06062561700966,0.434556736205438,3.271120487,0.285188559,11.1458016712233
